event_id,timestamp,machine_id,machine_type,operator_id,shift_type,event_type,speed_kmh,worker_distance_m,engine_temp_c,weather,seatbelt_status,risk_level,response_time_sec,resolved,fuel_rate_lph,acceleration_events
EVT00058,2025-12-17 08:32:00,EXC006,Excavator,OP1045,day,temp_spike,4.44,19.8,108.0,Windy,Fastened,MEDIUM,13.6,True,13.51,2
EVT00604,2025-01-28 03:06:00,EXC007,Excavator,OP1003,night,normal,8.47,12.9,89.4,Sunny,Unfastened,LOW,10.1,True,9.1,0
SYNTH010339,2025-06-25 22:56:33,BCK004,Backhoe,OP1013,night,temp_spike,6.3,19.8,100.3,Rainy,Unfastened,HIGH,5.8,True,15.97,0
SYNTH010002,2025-06-22 10:32:14,EXC001,Excavator,OP1003,day,erratic_accel,13.91,18.6,93.9,Sunny,Unfastened,MEDIUM,9.4,True,15.34,8
SYNTH010130,2025-06-23 18:37:53,EXC001,Excavator,OP1011,day,high_fuel,6.65,21.7,100.9,Foggy,Fastened,LOW,2.9,True,31.08,5
SYNTH010145,2025-06-23 22:20:46,DZR001,Dozer,OP1013,night,high_fuel,3.0,26.2,88.1,Cloudy,Fastened,MEDIUM,7.9,True,27.22,4
EVT00106,2025-12-10 09:18:00,GRD003,Grader,OP1019,day,proximity_breach,7.53,0.3,83.9,Cloudy,Unfastened,HIGH,3.7,True,8.78,3
EVT00636,2025-05-14 11:42:00,BCK004,Backhoe,OP1021,day,temp_spike,7.72,6.0,114.4,Sunny,Fastened,MEDIUM,3.2,True,14.58,3
EVT00370,2025-09-23 12:08:00,EXC005,Excavator,OP1044,day,normal,6.3,1.6,88.5,Windy,Fastened,HIGH,5.5,True,6.89,0
EVT00269,2026-06-18 11:56:00,LDR002,Loader,OP1050,day,temp_spike,3.99,20.1,108.3,Rainy,Fastened,MEDIUM,3.7,True,16.22,1
SYNTH010001,2025-06-22 10:22:21,BCK002,Backhoe,OP1025,day,erratic_accel,12.92,6.1,88.8,Foggy,Unfastened,MEDIUM,12.6,True,13.42,14
EVT00047,2025-03-10 17:18:00,DZR004,Dozer,OP1035,day,normal,7.5,18.0,89.8,Sunny,Unfastened,LOW,1.0,False,9.25,1
EVT00350,2025-10-04 04:42:00,LDR002,Loader,OP1009,night,normal,2.96,5.4,88.7,Cloudy,Unfastened,MEDIUM,4.3,False,9.9,0
EVT00196,2025-04-11 06:04:00,EXC002,Excavator,OP1053,day,normal,6.01,18.5,39.0,Windy,Unfastened,LOW,3.7,True,8.69,2
EVT00103,2025-12-10 09:12:00,GRD003,Grader,OP1019,day,proximity_breach,9.22,1.3,87.2,Cloudy,Fastened,HIGH,2.5,True,9.58,3
EVT00005,2025-03-10 08:08:00,DZR004,Dozer,OP1035,day,normal,7.96,22.6,85.2,Sunny,Unfastened,LOW,2.7,True,7.3,0
SYNTH010326,2025-06-25 19:31:39,DZR002,Dozer,OP1002,day,overspeed,13.53,17.4,97.0,Windy,Unfastened,HIGH,13.0,True,16.48,6
SYNTH010448,2025-06-27 02:03:27,DZR003,Dozer,OP1044,night,proximity_breach,8.89,3.0,85.3,Sunny,Fastened,HIGH,10.6,False,10.84,2
SYNTH010259,2025-06-25 02:52:06,GRD002,Grader,OP1048,night,high_fuel,3.67,21.4,87.6,Cloudy,Fastened,MEDIUM,11.5,False,27.5,3
EVT00264,2026-06-18 10:10:00,LDR002,Loader,OP1050,day,normal,3.35,7.8,84.6,Rainy,Unfastened,MEDIUM,5.6,True,9.93,0
SYNTH010380,2025-06-26 09:06:19,EXC001,Excavator,OP1009,day,temp_spike,2.46,20.9,117.5,Windy,Fastened,HIGH,6.6,False,13.17,0
EVT00444,2025-11-20 09:36:00,EXC002,Excavator,OP1029,day,normal,5.5,15.2,81.8,Sunny,Unfastened,LOW,11.5,True,8.17,1
SYNTH010185,2025-06-24 08:21:42,LDR001,Loader,OP1029,day,high_fuel,5.23,11.3,99.6,Cloudy,Unfastened,MEDIUM,7.5,True,29.85,4
SYNTH010350,2025-06-26 01:32:06,GRD002,Grader,OP1036,night,temp_spike,3.49,21.3,114.1,Sunny,Fastened,MEDIUM,6.3,False,10.06,3
SYNTH010287,2025-06-25 09:49:53,DZR004,Dozer,OP1045,day,overspeed,14.54,15.9,90.5,Sunny,Fastened,MEDIUM,5.4,True,20.47,3
EVT00305,2025-10-03 19:22:00,LDR002,Loader,OP1009,night,normal,7.24,10.6,90.6,Cloudy,Unfastened,LOW,5.4,False,7.08,0
EVT00342,2025-10-04 01:32:00,LDR002,Loader,OP1009,night,normal,8.3,1.0,89.4,Cloudy,Fastened,HIGH,11.3,True,7.19,2
SYNTH010190,2025-06-24 09:37:38,DZR003,Dozer,OP1003,day,high_fuel,6.18,15.8,90.4,Windy,Fastened,LOW,4.9,True,32.36,3
EVT00314,2025-10-03 20:56:00,LDR002,Loader,OP1009,night,proximity_breach,8.26,1.1,88.4,Cloudy,Fastened,HIGH,7.5,True,12.79,3
EVT00150,2026-05-05 21:32:00,EXC005,Excavator,OP1025,night,erratic_accel,4.65,4.1,89.8,Cloudy,Unfastened,MEDIUM,11.2,True,16.47,12
EVT00125,2025-12-10 13:10:00,GRD003,Grader,OP1019,day,proximity_breach,6.59,1.5,84.7,Cloudy,Fastened,HIGH,11.0,True,12.82,2
SYNTH010315,2025-06-25 16:54:12,GRD002,Grader,OP1003,day,overspeed,13.92,7.5,103.8,Cloudy,Unfastened,HIGH,13.9,False,18.49,6
SYNTH010357,2025-06-26 03:19:52,DZR003,Dozer,OP1045,night,temp_spike,2.28,10.2,101.7,Windy,Unfastened,HIGH,4.8,True,12.36,1
SYNTH010043,2025-06-22 20:45:57,EXC005,Excavator,OP1040,night,erratic_accel,11.74,15.1,88.8,Sunny,Unfastened,HIGH,9.6,True,20.49,10
SYNTH010010,2025-06-22 12:40:27,BCK002,Backhoe,OP1047,day,erratic_accel,15.63,17.7,82.9,Foggy,Unfastened,MEDIUM,5.5,True,19.93,12
EVT00051,2025-12-17 06:06:00,EXC006,Excavator,OP1045,day,normal,4.47,8.9,36.4,Windy,Unfastened,LOW,6.5,False,9.44,0
EVT00354,2025-09-23 06:38:00,EXC005,Excavator,OP1044,day,normal,2.26,16.9,90.9,Windy,Unfastened,LOW,1.3,False,7.3,2
SYNTH010424,2025-06-26 20:00:23,LDR003,Loader,OP1021,night,proximity_breach,8.22,3.0,89.3,Foggy,Fastened,HIGH,11.2,False,6.43,4
EVT00143,2026-05-05 18:08:00,EXC005,Excavator,OP1025,night,normal,3.69,7.5,51.1,Cloudy,Unfastened,MEDIUM,6.0,False,5.22,1
EVT00471,2025-11-20 14:56:00,EXC002,Excavator,OP1029,day,proximity_breach,6.84,2.5,83.5,Sunny,Fastened,HIGH,7.5,True,9.52,4
EVT00654,2025-05-14 16:38:00,BCK004,Backhoe,OP1021,day,normal,4.13,28.5,86.8,Sunny,Unfastened,LOW,4.8,True,9.26,1
EVT00400,2025-07-21 22:10:00,GRD003,Grader,OP1056,night,temp_spike,4.95,20.7,111.2,Rainy,Fastened,MEDIUM,7.9,False,14.85,0
SYNTH010381,2025-06-26 09:17:26,LDR002,Loader,OP1053,day,temp_spike,3.63,13.9,117.9,Foggy,Unfastened,MEDIUM,4.6,False,15.72,0
EVT00321,2025-10-03 21:14:00,LDR002,Loader,OP1009,night,proximity_breach,9.41,1.3,88.2,Cloudy,Fastened,HIGH,12.4,True,12.39,3
EVT00020,2025-03-10 11:04:00,DZR004,Dozer,OP1035,day,erratic_accel,5.15,17.0,88.7,Sunny,Unfastened,LOW,8.2,True,21.69,7
SYNTH010030,2025-06-22 17:38:46,GRD001,Grader,OP1029,day,erratic_accel,9.33,19.8,83.9,Rainy,Fastened,HIGH,14.7,True,13.16,7
SYNTH010342,2025-06-25 23:35:06,GRD003,Grader,OP1016,night,temp_spike,6.04,13.4,100.3,Rainy,Fastened,MEDIUM,2.2,True,17.31,1
SYNTH010319,2025-06-25 17:56:06,DZR004,Dozer,OP1053,day,overspeed,17.7,14.9,99.3,Foggy,Fastened,HIGH,13.4,True,18.28,4
SYNTH010410,2025-06-26 16:30:10,EXC001,Excavator,OP1002,day,proximity_breach,7.66,2.5,78.2,Foggy,Fastened,HIGH,8.0,True,10.79,2
EVT00408,2025-07-21 22:28:00,GRD003,Grader,OP1056,night,temp_spike,4.95,14.6,108.6,Rainy,Fastened,MEDIUM,4.9,True,13.28,3
EVT00538,2026-09-07 09:10:00,LDR001,Loader,OP1034,day,normal,5.86,14.3,83.4,Windy,Unfastened,LOW,12.7,True,7.53,1
SYNTH010333,2025-06-25 21:23:41,DZR001,Dozer,OP1038,night,overspeed,12.37,13.1,91.7,Rainy,Unfastened,HIGH,9.7,True,16.6,7
SYNTH010120,2025-06-23 16:04:06,BCK001,Backhoe,OP1037,day,erratic_accel,12.89,7.4,96.6,Foggy,Unfastened,MEDIUM,12.8,True,13.8,14
EVT00039,2025-03-10 15:20:00,DZR004,Dozer,OP1035,day,normal,6.29,19.8,91.0,Sunny,Unfastened,LOW,6.5,True,5.83,0
EVT00176,2026-05-06 02:04:00,EXC005,Excavator,OP1025,night,proximity_breach,7.78,1.3,83.2,Cloudy,Fastened,HIGH,4.4,True,9.76,1
EVT00246,2025-04-11 17:36:00,EXC002,Excavator,OP1053,day,normal,5.67,0.5,81.6,Windy,Fastened,HIGH,6.8,False,8.38,2
SYNTH010365,2025-06-26 05:17:33,DZR004,Dozer,OP1005,night,temp_spike,5.61,8.1,115.3,Foggy,Unfastened,HIGH,14.7,False,16.4,0
SYNTH010437,2025-06-26 23:18:13,LDR002,Loader,OP1009,night,proximity_breach,5.4,0.8,87.6,Rainy,Fastened,HIGH,1.4,True,9.57,1
SYNTH010278,2025-06-25 07:36:39,GRD003,Grader,OP1018,day,overspeed,18.72,7.9,86.1,Cloudy,Unfastened,MEDIUM,10.1,True,14.18,3
EVT00490,2025-11-20 17:54:00,EXC002,Excavator,OP1029,day,normal,4.04,26.6,88.7,Sunny,Unfastened,LOW,5.7,True,5.39,1
EVT00155,2026-05-05 22:10:00,EXC005,Excavator,OP1025,night,normal,3.97,10.5,92.7,Cloudy,Unfastened,LOW,7.5,True,5.49,2
EVT00639,2025-05-14 11:54:00,BCK004,Backhoe,OP1021,day,erratic_accel,9.16,2.6,88.1,Sunny,Unfastened,HIGH,7.1,True,17.68,7
SYNTH010008,2025-06-22 12:07:24,EXC005,Excavator,OP1049,day,erratic_accel,10.72,7.0,88.3,Foggy,Fastened,HIGH,5.0,True,16.89,7
EVT00288,2026-06-18 13:52:00,LDR002,Loader,OP1050,day,normal,3.88,26.7,87.8,Rainy,Unfastened,LOW,8.5,True,7.62,0
EVT00626,2025-05-14 09:58:00,BCK004,Backhoe,OP1021,day,normal,3.8,20.7,85.7,Sunny,Unfastened,LOW,15.2,True,7.11,0
SYNTH010031,2025-06-22 17:55:25,DZR002,Dozer,OP1040,day,erratic_accel,13.22,6.9,97.5,Windy,Fastened,MEDIUM,4.0,True,16.54,10
SYNTH010100,2025-06-23 11:01:17,BCK004,Backhoe,OP1026,day,erratic_accel,9.55,12.5,84.8,Rainy,Unfastened,HIGH,6.6,True,18.55,13
EVT00570,2025-01-27 20:12:00,EXC007,Excavator,OP1003,night,normal,6.84,3.0,89.5,Sunny,Unfastened,MEDIUM,8.1,True,5.09,1
SYNTH010267,2025-06-25 04:45:27,LDR002,Loader,OP1004,night,overspeed,14.09,6.0,96.0,Rainy,Unfastened,HIGH,2.6,True,16.36,6
SYNTH010080,2025-06-23 06:05:08,EXC001,Excavator,OP1005,day,erratic_accel,15.35,19.4,94.7,Rainy,Fastened,HIGH,8.6,True,17.61,8
EVT00018,2025-03-10 10:24:00,DZR004,Dozer,OP1035,day,normal,7.58,8.6,84.9,Sunny,Unfastened,LOW,12.9,True,8.4,0
EVT00128,2025-12-10 13:16:00,GRD003,Grader,OP1019,day,proximity_breach,8.98,2.1,82.2,Cloudy,Fastened,HIGH,14.1,True,10.56,1
EVT00323,2025-10-03 21:18:00,LDR002,Loader,OP1009,night,proximity_breach,7.6,2.6,88.9,Cloudy,Fastened,HIGH,8.5,True,11.3,3
EVT00256,2026-06-18 07:08:00,LDR002,Loader,OP1050,day,normal,3.64,13.2,89.5,Rainy,Unfastened,LOW,8.3,True,6.75,1
SYNTH010163,2025-06-24 02:56:43,EXC005,Excavator,OP1002,night,high_fuel,7.85,12.0,93.1,Foggy,Fastened,LOW,9.2,True,27.8,4
SYNTH010450,2025-06-27 02:38:34,BCK001,Backhoe,OP1034,night,proximity_breach,8.28,2.0,87.2,Windy,Fastened,MEDIUM,9.3,True,10.36,3
EVT00191,2026-05-06 04:06:00,EXC005,Excavator,OP1025,night,normal,5.8,18.8,85.8,Cloudy,Unfastened,LOW,1.0,True,5.29,1
EVT00116,2025-12-10 12:48:00,GRD003,Grader,OP1019,day,normal,4.36,25.6,87.3,Cloudy,Unfastened,LOW,8.8,True,6.7,2
SYNTH010444,2025-06-27 01:05:17,LDR002,Loader,OP1059,night,proximity_breach,8.57,1.9,94.3,Cloudy,Fastened,MEDIUM,1.3,True,8.09,4
SYNTH010242,2025-06-24 22:39:59,LDR001,Loader,OP1017,night,high_fuel,4.11,15.7,90.2,Foggy,Unfastened,MEDIUM,7.3,True,33.06,3
EVT00607,2025-01-28 03:30:00,EXC007,Excavator,OP1003,night,normal,6.92,30.0,86.2,Sunny,Unfastened,LOW,4.2,False,5.52,0
EVT00181,2026-05-06 02:14:00,EXC005,Excavator,OP1025,night,proximity_breach,11.12,0.4,87.9,Cloudy,Fastened,HIGH,10.5,False,9.72,3
EVT00302,2026-06-18 17:04:00,LDR002,Loader,OP1050,day,normal,5.78,7.4,84.9,Rainy,Unfastened,MEDIUM,2.5,True,9.07,0
SYNTH010284,2025-06-25 09:02:23,GRD001,Grader,OP1027,day,overspeed,17.7,8.6,99.8,Cloudy,Unfastened,MEDIUM,11.9,True,16.09,3
SYNTH010230,2025-06-24 19:39:22,GRD003,Grader,OP1031,day,high_fuel,4.52,26.8,87.4,Rainy,Fastened,MEDIUM,8.4,True,27.13,5
SYNTH010244,2025-06-24 23:03:13,LDR001,Loader,OP1036,night,high_fuel,5.04,12.3,88.4,Windy,Fastened,MEDIUM,12.2,True,34.64,5
SYNTH010196,2025-06-24 11:01:39,EXC002,Excavator,OP1025,day,high_fuel,4.14,20.7,103.6,Rainy,Unfastened,MEDIUM,9.9,True,26.65,3
SYNTH010307,2025-06-25 14:45:27,EXC002,Excavator,OP1007,day,overspeed,16.83,21.8,100.1,Rainy,Fastened,HIGH,14.9,False,14.78,7
SYNTH010171,2025-06-24 04:51:09,BCK002,Backhoe,OP1055,night,high_fuel,6.69,19.4,86.4,Rainy,Fastened,LOW,3.9,False,25.0,5
EVT00518,2026-08-11 14:10:00,GRD002,Grader,OP1027,day,erratic_accel,4.47,13.6,88.2,Sunny,Unfastened,LOW,8.6,False,14.66,12
EVT00373,2025-09-23 13:38:00,EXC005,Excavator,OP1044,day,normal,6.35,2.3,87.6,Windy,Fastened,HIGH,7.5,True,5.92,2
EVT00046,2025-03-10 17:14:00,DZR004,Dozer,OP1035,day,normal,7.22,21.8,91.7,Sunny,Unfastened,LOW,1.0,False,5.58,2
EVT00477,2025-11-20 15:08:00,EXC002,Excavator,OP1029,day,proximity_breach,9.54,1.3,87.7,Sunny,Fastened,HIGH,9.7,True,10.19,4
EVT00158,2026-05-05 23:36:00,EXC005,Excavator,OP1025,night,normal,5.49,13.8,84.0,Cloudy,Unfastened,LOW,2.5,False,9.39,0
SYNTH010268,2025-06-25 05:06:47,BCK003,Backhoe,OP1014,night,overspeed,13.48,7.9,102.6,Cloudy,Fastened,HIGH,2.1,False,20.04,3
EVT00172,2026-05-06 01:56:00,EXC005,Excavator,OP1025,night,proximity_breach,7.34,2.3,88.4,Cloudy,Fastened,HIGH,11.4,True,12.87,2
EVT00017,2025-03-10 10:16:00,DZR004,Dozer,OP1035,day,normal,4.92,20.0,89.4,Sunny,Unfastened,LOW,4.4,True,5.23,2
EVT00512,2026-08-11 11:10:00,GRD002,Grader,OP1027,day,normal,7.92,12.1,87.3,Sunny,Unfastened,LOW,8.2,True,6.39,1
EVT00049,2025-03-10 17:38:00,DZR004,Dozer,OP1035,day,normal,4.28,14.5,85.3,Sunny,Unfastened,LOW,8.5,True,6.55,0
EVT00192,2026-05-06 04:24:00,EXC005,Excavator,OP1025,night,normal,5.45,31.2,86.3,Cloudy,Unfastened,LOW,8.1,False,5.78,1
EVT00547,2026-09-07 11:22:00,LDR001,Loader,OP1034,day,normal,3.81,22.7,83.2,Windy,Unfastened,LOW,6.6,False,6.62,1
EVT00516,2026-08-11 13:14:00,GRD002,Grader,OP1027,day,normal,7.47,23.6,93.2,Sunny,Unfastened,LOW,12.4,True,7.79,1
SYNTH010191,2025-06-24 09:54:51,GRD003,Grader,OP1032,day,high_fuel,6.8,13.4,86.8,Foggy,Fastened,MEDIUM,7.1,True,23.89,3
SYNTH010197,2025-06-24 11:24:39,LDR002,Loader,OP1020,day,high_fuel,7.7,19.1,104.0,Foggy,Fastened,MEDIUM,13.1,True,33.88,5
EVT00481,2025-11-20 15:18:00,EXC002,Excavator,OP1029,day,high_fuel,6.91,18.4,93.6,Sunny,Unfastened,LOW,4.8,True,24.32,4
EVT00284,2026-06-18 12:34:00,LDR002,Loader,OP1050,day,temp_spike,2.87,14.7,108.9,Rainy,Fastened,MEDIUM,9.8,False,12.58,3
SYNTH010236,2025-06-24 21:10:49,DZR001,Dozer,OP1006,night,high_fuel,4.63,10.7,90.4,Cloudy,Fastened,MEDIUM,5.5,True,23.16,5
SYNTH010159,2025-06-24 01:51:37,GRD002,Grader,OP1012,night,high_fuel,4.13,25.8,101.2,Windy,Unfastened,MEDIUM,13.2,True,31.95,4
EVT00226,2025-04-11 12:04:00,EXC002,Excavator,OP1053,day,normal,5.58,25.3,86.7,Windy,Unfastened,LOW,8.3,True,8.41,1
EVT00027,2025-03-10 13:00:00,DZR004,Dozer,OP1035,day,normal,5.45,21.8,88.0,Sunny,Unfastened,LOW,11.4,True,7.73,1
SYNTH010311,2025-06-25 15:56:27,GRD001,Grader,OP1027,day,overspeed,19.38,7.4,93.8,Rainy,Fastened,HIGH,14.1,False,20.56,6
SYNTH010421,2025-06-26 19:22:54,EXC001,Excavator,OP1008,day,proximity_breach,4.86,2.1,78.9,Foggy,Fastened,HIGH,12.0,True,8.1,4
EVT00438,2025-07-22 05:32:00,GRD003,Grader,OP1056,night,normal,4.98,7.9,86.8,Rainy,Unfastened,MEDIUM,9.1,True,5.33,1
SYNTH010438,2025-06-26 23:35:06,LDR001,Loader,OP1008,night,proximity_breach,4.35,2.9,84.9,Windy,Unfastened,MEDIUM,4.3,False,8.7,4
EVT00365,2025-09-23 11:20:00,EXC005,Excavator,OP1044,day,high_fuel,3.24,21.7,86.1,Windy,Unfastened,LOW,13.0,True,27.55,2
EVT00230,2025-04-11 13:06:00,EXC002,Excavator,OP1053,day,normal,7.01,2.4,86.2,Windy,Fastened,HIGH,4.1,True,9.68,0
EVT00038,2025-03-10 15:14:00,DZR004,Dozer,OP1035,day,normal,6.86,1.9,88.3,Sunny,Fastened,HIGH,9.4,False,5.7,2
SYNTH010015,2025-06-22 13:52:49,LDR003,Loader,OP1053,day,erratic_accel,7.23,18.6,86.8,Foggy,Fastened,HIGH,7.5,True,16.56,11
SYNTH010095,2025-06-23 09:54:32,GRD002,Grader,OP1030,day,erratic_accel,9.15,9.6,97.4,Foggy,Unfastened,MEDIUM,4.5,True,17.4,10
SYNTH010451,2025-06-27 02:49:36,EXC004,Excavator,OP1039,night,proximity_breach,4.15,1.0,79.1,Sunny,Fastened,HIGH,7.2,False,8.88,3
EVT00375,2025-09-23 14:14:00,EXC005,Excavator,OP1044,day,normal,5.65,2.6,87.4,Windy,Fastened,HIGH,5.2,True,6.18,2
EVT00470,2025-11-20 14:54:00,EXC002,Excavator,OP1029,day,proximity_breach,5.91,2.2,83.9,Sunny,Fastened,HIGH,2.8,True,6.89,4
SYNTH010452,2025-06-27 03:11:33,EXC001,Excavator,OP1007,night,proximity_breach,3.56,1.6,78.2,Windy,Fastened,HIGH,11.8,False,11.98,2
SYNTH010033,2025-06-22 18:18:55,GRD002,Grader,OP1038,day,erratic_accel,9.26,20.3,99.3,Cloudy,Fastened,HIGH,5.2,True,15.96,6
EVT00033,2025-03-10 14:12:00,DZR004,Dozer,OP1035,day,normal,4.23,13.2,87.2,Sunny,Unfastened,LOW,8.8,True,7.6,1
SYNTH010460,2025-06-27 05:07:23,BCK003,Backhoe,OP1049,night,proximity_breach,8.24,1.0,80.0,Windy,Fastened,MEDIUM,8.5,True,8.56,3
SYNTH010247,2025-06-24 23:52:39,GRD001,Grader,OP1031,night,high_fuel,5.34,21.1,93.2,Rainy,Fastened,LOW,8.9,False,23.02,2
EVT00195,2026-05-06 05:34:00,EXC005,Excavator,OP1025,night,normal,6.22,34.4,91.7,Cloudy,Unfastened,LOW,11.7,False,6.4,0
SYNTH010383,2025-06-26 09:51:56,BCK002,Backhoe,OP1006,day,temp_spike,5.88,9.2,119.8,Rainy,Fastened,MEDIUM,8.0,False,12.4,0
SYNTH010465,2025-06-27 06:18:50,EXC002,Excavator,OP1024,day,proximity_breach,6.0,1.9,86.9,Rainy,Fastened,HIGH,9.0,True,8.43,4
EVT00504,2026-08-11 09:30:00,GRD002,Grader,OP1027,day,normal,7.04,6.9,88.1,Sunny,Unfastened,MEDIUM,7.3,True,6.73,1
SYNTH010453,2025-06-27 03:17:28,GRD003,Grader,OP1033,night,proximity_breach,8.92,2.5,86.6,Foggy,Fastened,HIGH,14.7,True,7.58,3
SYNTH010368,2025-06-26 06:01:15,GRD001,Grader,OP1045,day,temp_spike,5.05,23.6,104.7,Foggy,Fastened,MEDIUM,4.6,True,15.78,0
SYNTH010146,2025-06-23 22:30:23,LDR001,Loader,OP1035,night,high_fuel,7.75,20.4,92.1,Rainy,Fastened,MEDIUM,9.0,True,32.71,2
EVT00580,2025-01-27 22:14:00,EXC007,Excavator,OP1003,night,proximity_breach,6.3,1.6,85.3,Sunny,Fastened,HIGH,11.1,False,10.66,3
EVT00161,2026-05-06 00:18:00,EXC005,Excavator,OP1025,night,normal,3.72,26.9,86.0,Cloudy,Unfastened,LOW,3.4,True,6.47,2
SYNTH010026,2025-06-22 16:34:02,EXC005,Excavator,OP1030,day,erratic_accel,5.75,12.6,92.9,Windy,Fastened,HIGH,3.3,True,13.33,10
SYNTH010404,2025-06-26 15:11:12,DZR001,Dozer,OP1058,day,temp_spike,4.09,16.8,102.5,Cloudy,Fastened,HIGH,5.0,True,10.88,2
EVT00163,2026-05-06 00:32:00,EXC005,Excavator,OP1025,night,normal,7.16,25.3,86.0,Cloudy,Unfastened,LOW,1.4,False,9.34,0
SYNTH010167,2025-06-24 03:49:53,DZR001,Dozer,OP1049,night,high_fuel,4.93,26.9,95.8,Cloudy,Fastened,LOW,6.6,False,22.83,5
SYNTH010051,2025-06-22 22:45:18,EXC005,Excavator,OP1025,night,erratic_accel,6.79,6.4,97.1,Windy,Fastened,MEDIUM,4.9,False,13.0,7
SYNTH010215,2025-06-24 15:51:07,DZR004,Dozer,OP1031,day,high_fuel,3.62,21.3,90.6,Sunny,Fastened,LOW,12.7,True,20.37,3
EVT00153,2026-05-05 22:06:00,EXC005,Excavator,OP1025,night,normal,4.03,12.3,89.1,Cloudy,Unfastened,LOW,5.6,True,6.97,1
SYNTH010192,2025-06-24 10:10:39,GRD001,Grader,OP1015,day,high_fuel,5.79,10.7,98.3,Sunny,Unfastened,LOW,5.6,False,34.94,3
SYNTH010212,2025-06-24 15:07:28,LDR001,Loader,OP1042,day,high_fuel,6.96,21.3,100.0,Windy,Fastened,MEDIUM,5.9,True,27.29,3
SYNTH010280,2025-06-25 08:03:59,GRD002,Grader,OP1012,day,overspeed,12.73,9.8,92.0,Cloudy,Fastened,HIGH,5.5,True,21.69,7
EVT00112,2025-12-10 10:20:00,GRD003,Grader,OP1019,day,normal,6.71,0.5,85.2,Cloudy,Fastened,HIGH,6.3,True,9.91,0
EVT00227,2025-04-11 12:42:00,EXC002,Excavator,OP1053,day,normal,5.41,0.8,91.3,Windy,Fastened,HIGH,7.5,True,9.07,0
SYNTH010199,2025-06-24 11:53:13,EXC004,Excavator,OP1033,day,high_fuel,6.05,22.6,101.8,Windy,Fastened,MEDIUM,9.9,False,33.22,3
EVT00104,2025-12-10 09:14:00,GRD003,Grader,OP1019,day,proximity_breach,7.35,1.3,85.1,Cloudy,Fastened,HIGH,11.2,True,8.44,3
EVT00422,2025-07-22 00:42:00,GRD003,Grader,OP1056,night,normal,2.4,0.7,83.0,Rainy,Unfastened,MEDIUM,7.1,True,6.44,0
EVT00420,2025-07-22 00:12:00,GRD003,Grader,OP1056,night,normal,3.79,25.7,85.2,Rainy,Unfastened,LOW,3.7,True,8.68,2
SYNTH010274,2025-06-25 06:33:24,GRD002,Grader,OP1059,day,overspeed,14.27,16.3,86.6,Foggy,Fastened,HIGH,11.4,True,18.78,6
EVT00587,2025-01-27 22:30:00,EXC007,Excavator,OP1003,night,proximity_breach,8.24,2.5,89.3,Sunny,Fastened,HIGH,1.7,True,11.4,1
SYNTH010308,2025-06-25 15:00:05,EXC001,Excavator,OP1012,day,overspeed,21.54,7.1,85.4,Windy,Unfastened,HIGH,14.9,False,15.1,5
SYNTH010018,2025-06-22 14:32:00,EXC002,Excavator,OP1049,day,erratic_accel,15.42,7.1,99.7,Sunny,Unfastened,HIGH,1.7,True,19.38,13
EVT00120,2025-12-10 12:58:00,GRD003,Grader,OP1019,day,proximity_breach,6.9,2.4,85.3,Cloudy,Fastened,HIGH,3.7,True,10.49,3
EVT00054,2025-12-17 07:06:00,EXC006,Excavator,OP1045,day,normal,6.44,9.6,86.5,Windy,Unfastened,LOW,6.1,False,8.61,2
EVT00152,2026-05-05 21:46:00,EXC005,Excavator,OP1025,night,erratic_accel,6.18,7.4,84.1,Cloudy,Unfastened,MEDIUM,8.2,False,14.53,14
EVT00404,2025-07-21 22:20:00,GRD003,Grader,OP1056,night,temp_spike,3.22,19.9,111.8,Rainy,Fastened,MEDIUM,4.9,False,11.49,1
SYNTH010459,2025-06-27 04:55:34,LDR003,Loader,OP1033,night,proximity_breach,9.39,2.7,86.5,Sunny,Fastened,HIGH,3.7,False,9.18,4
EVT00208,2025-04-11 08:14:00,EXC002,Excavator,OP1053,day,normal,8.09,13.0,89.3,Windy,Unfastened,LOW,8.3,True,6.99,1
SYNTH010408,2025-06-26 16:04:48,DZR001,Dozer,OP1042,day,proximity_breach,3.98,1.7,78.6,Windy,Fastened,MEDIUM,5.8,True,11.7,2
SYNTH010004,2025-06-22 11:01:33,BCK003,Backhoe,OP1009,day,erratic_accel,4.53,19.5,80.8,Sunny,Unfastened,MEDIUM,6.7,True,15.34,10
SYNTH010376,2025-06-26 08:02:33,LDR003,Loader,OP1002,day,temp_spike,6.13,19.9,113.8,Foggy,Unfastened,MEDIUM,7.5,False,17.58,1
SYNTH010288,2025-06-25 10:06:51,BCK001,Backhoe,OP1019,day,overspeed,13.65,8.1,100.8,Rainy,Fastened,MEDIUM,8.8,True,17.41,3
EVT00009,2025-03-10 08:38:00,DZR004,Dozer,OP1035,day,normal,6.35,20.7,86.0,Sunny,Unfastened,LOW,6.7,False,6.06,0
SYNTH010340,2025-06-25 23:07:47,GRD001,Grader,OP1010,night,temp_spike,5.6,12.6,109.5,Rainy,Unfastened,HIGH,11.6,True,12.41,3
EVT00037,2025-03-10 15:04:00,DZR004,Dozer,OP1035,day,normal,5.13,20.6,90.6,Sunny,Unfastened,LOW,6.3,True,6.4,0
EVT00453,2025-11-20 11:00:00,EXC002,Excavator,OP1029,day,normal,4.07,10.2,88.1,Sunny,Unfastened,LOW,6.7,True,7.66,0
