task_id,timestamp,hour_of_day,day_of_week,month,shift_type,operator_id,machine_id,machine_type,task_type,weather,soil_condition,operator_skill_level,operator_experience_years,engine_hours,fuel_level_pct,payload_tonnes,temperature_c,distance_m,idle_time_pct,previous_task_time_min,estimated_time_min,actual_time_min,time_delta_min
T00131,2025-03-15 22:50:56,22,5,3,night,OP1023,GRD002,Grader,Grading,Foggy,Dry,Beginner,2.1,3596.4,81.1,3.21,27.0,117.1,32.3,17.7,42.4,81.4,39.0
T00132,2025-07-31 12:01:37,12,3,7,day,OP1052,BCK004,Backhoe,Site Clearing,Windy,Dry,Intermediate,5.8,2180.9,56.6,8.73,29.9,127.9,49.9,16.7,72.4,89.3,16.9
T00133,2025-09-24 10:54:37,10,2,9,day,OP1022,GRD003,Grader,Grading,Rainy,Rocky,Beginner,0.6,2030.8,37.1,13.22,28.2,90.0,39.0,34.2,57.1,51.9,-5.2
T00134,2026-03-28 00:42:21,0,5,3,night,OP1038,EXC004,Excavator,Site Clearing,Sunny,Wet,Beginner,2.4,4180.1,66.3,5.07,33.4,186.4,31.0,68.8,82.7,127.5,44.8
T00135,2025-12-23 13:21:21,13,1,12,day,OP1045,GRD002,Grader,Foundation Digging,Windy,Clay,Intermediate,6.5,5659.4,74.1,21.36,23.3,51.5,32.7,39.2,103.0,140.8,37.8
T00136,2025-07-24 15:38:24,15,3,7,day,OP1053,BCK003,Backhoe,Site Clearing,Rainy,Rocky,Intermediate,7.0,2814.5,92.3,6.33,32.5,251.5,35.0,20.3,101.5,111.3,9.8
T00137,2026-04-02 09:54:34,9,3,4,day,OP1054,DZR003,Dozer,Grading,Sunny,Dry,Intermediate,5.0,5409.8,66.3,14.47,33.3,152.3,34.5,81.7,42.4,41.1,-1.3
T00138,2026-02-13 12:13:58,12,4,2,day,OP1031,BCK003,Backhoe,Earth Excavation,Cloudy,Wet,Expert,22.8,4302.7,60.0,14.81,17.7,167.2,32.0,86.0,73.0,77.4,4.4
T00139,2026-08-14 09:46:05,9,4,8,day,OP1028,EXC003,Excavator,Demolition,Windy,Clay,Beginner,1.6,5389.2,70.8,12.71,29.2,248.1,54.9,46.0,118.6,175.9,57.3
T00140,2025-04-24 10:01:42,10,3,4,day,OP1024,LDR005,Loader,Site Clearing,Sunny,Dry,Beginner,1.5,987.8,86.7,11.53,32.6,203.7,28.7,55.6,68.0,81.0,13.0
T00141,2025-10-03 14:26:51,14,4,10,day,OP1053,DZR004,Dozer,Foundation Digging,Foggy,Loose,Intermediate,7.0,2889.2,65.1,9.64,25.4,216.7,36.6,29.5,92.8,128.5,35.7
T00142,2025-09-15 19:28:49,19,0,9,night,OP1028,EXC003,Excavator,Foundation Digging,Cloudy,Wet,Beginner,1.6,2961.3,60.0,19.45,31.6,56.7,53.4,79.9,89.7,134.0,44.3
T00143,2025-01-21 00:19:29,0,1,1,night,OP1034,DZR001,Dozer,Trenching,Cloudy,Wet,Beginner,1.3,943.5,61.9,13.02,13.2,137.4,25.1,100.9,56.4,70.1,13.7
T00144,2026-08-08 10:51:43,10,5,8,day,OP1012,LDR001,Loader,Foundation Digging,Sunny,Clay,Beginner,1.4,5889.3,56.2,3.66,29.3,238.9,46.2,20.4,93.7,136.8,43.1
T00145,2026-01-02 14:28:03,14,4,1,day,OP1055,BCK003,Backhoe,Trenching,Foggy,Wet,Expert,12.2,3996.8,98,3.12,25.2,194.1,33.9,60.4,66.2,62.8,-3.4
T00146,2026-09-15 02:15:17,2,1,9,night,OP1033,EXC006,Excavator,Trenching,Cloudy,Clay,Expert,17.2,7106.8,84.9,5.23,24.3,130.2,39.2,59.7,64.4,74.0,9.6
T00147,2025-08-30 14:16:45,14,5,8,day,OP1033,LDR005,Loader,Trenching,Rainy,Wet,Expert,17.2,1923.5,84.5,15.0,27.3,281.2,27.1,26.2,66.6,65.7,-0.9
T00148,2025-02-07 07:50:18,7,4,2,day,OP1037,EXC007,Excavator,Grading,Rainy,Wet,Expert,24.1,3635.3,85.3,18.77,20.5,161.4,42.0,30.4,52.9,56.7,3.8
T00149,2026-01-06 01:09:58,1,1,1,night,OP1018,DZR001,Dozer,Foundation Digging,Windy,Loose,Expert,15.8,3498.7,86.8,7.29,17.9,19.5,17.4,71.4,86.4,94.0,7.6
T00150,2026-08-04 15:53:11,15,1,8,day,OP1041,LDR003,Loader,Demolition,Cloudy,Rocky,Intermediate,4.3,5109.5,86.8,11.09,32.8,170.6,19.1,57.9,124.1,123.3,-0.8
T00151,2025-12-24 10:19:51,10,2,12,day,OP1025,BCK004,Backhoe,Earth Excavation,Cloudy,Clay,Expert,17.0,3246.2,57.4,9.44,19.5,33.8,48.3,57.6,67.7,67.3,-0.4
T00152,2025-08-09 10:50:24,10,5,8,day,OP1048,LDR001,Loader,Material Loading,Foggy,Rocky,Beginner,2.2,3232.1,61.2,12.52,29.4,294.8,13.6,80.0,46.6,45.6,-1.0
T00153,2025-03-31 08:08:48,8,0,3,day,OP1008,BCK002,Backhoe,Foundation Digging,Cloudy,Loose,Beginner,1.2,3297.0,79.8,12.96,34.4,183.1,26.6,32.4,83.7,115.8,32.1
T00154,2026-02-06 07:58:26,7,4,2,day,OP1041,EXC002,Excavator,Earth Excavation,Cloudy,Wet,Intermediate,4.3,3083.9,60.9,11.47,21.2,58.4,11.4,69.9,69.7,71.6,1.9
T00155,2025-02-19 13:22:26,13,2,2,day,OP1001,LDR003,Loader,Grading,Sunny,Dry,Expert,13.7,1232.4,61.9,9.56,18.9,80.4,39.3,96.6,38.0,43.4,5.4
T00156,2026-09-18 09:32:38,9,4,9,day,OP1057,BCK002,Backhoe,Material Loading,Cloudy,Loose,Beginner,2.8,7210.2,77.5,20.54,28.4,91.2,5,36.9,41.1,49.4,8.3
T00157,2025-02-19 12:29:35,12,2,2,day,OP1050,GRD001,Grader,Earth Excavation,Cloudy,Dry,Intermediate,7.7,2603.5,51.4,17.83,17.9,159.2,17.9,93.9,60.0,54.2,-5.8
T00158,2025-12-31 07:14:04,7,2,12,day,OP1034,LDR001,Loader,Material Loading,Cloudy,Dry,Beginner,1.3,4282.2,68.5,9.39,12.5,273.7,5.9,88.2,35.3,54.0,18.7
T00159,2025-07-16 11:05:22,11,2,7,day,OP1014,BCK003,Backhoe,Transfer,Cloudy,Dry,Expert,21.2,2754.7,70.5,15.52,32.7,207.7,6.5,49.1,25.0,26.0,1.0
T00160,2025-12-25 06:44:17,6,3,12,day,OP1053,EXC006,Excavator,Earth Excavation,Windy,Rocky,Intermediate,7.0,5180.9,57.7,10.86,19.1,111.6,35.5,28.3,84.0,104.1,20.1
T00161,2025-11-21 19:09:22,19,4,11,night,OP1053,LDR003,Loader,Material Loading,Sunny,Loose,Intermediate,7.0,3241.7,67.2,4.39,26.1,241.2,38.6,15.5,34.6,49.5,14.9
T00162,2025-07-15 15:08:04,15,1,7,day,OP1031,GRD002,Grader,Transfer,Cloudy,Loose,Expert,22.8,4484.7,49.7,17.02,32.0,27.6,22.8,5,28.0,28.5,0.5
T00163,2025-11-13 06:22:13,6,3,11,day,OP1056,BCK002,Backhoe,Grading,Foggy,Rocky,Intermediate,4.7,4953.5,67.3,7.47,16.9,91.0,41.0,61.4,59.6,63.7,4.1
T00164,2025-01-18 07:46:48,7,5,1,day,OP1055,DZR003,Dozer,Transfer,Windy,Dry,Expert,12.2,2204.4,56.8,9.23,18.0,197.9,26.0,74.3,26.0,27.9,1.9
T00165,2026-06-24 11:06:35,11,2,6,day,OP1021,EXC004,Excavator,Transfer,Rainy,Dry,Intermediate,4.3,4825.7,79.3,10.92,37.3,144.5,52.3,96.8,32.5,32.9,0.4
T00166,2026-02-17 06:46:45,6,1,2,day,OP1015,DZR002,Dozer,Site Clearing,Cloudy,Clay,Beginner,0.6,5475.9,56.0,7.77,15.9,207.3,34.6,68.1,86.2,115.0,28.8
T00167,2026-09-21 07:17:11,7,0,9,day,OP1058,EXC006,Excavator,Transfer,Sunny,Loose,Intermediate,3.3,7152.1,82.8,14.97,34.3,304.9,32.3,46.3,29.9,43.6,13.7
T00168,2025-06-02 22:38:32,22,0,6,night,OP1043,GRD002,Grader,Material Loading,Foggy,Dry,Expert,19.0,4173.1,69.1,18.9,32.8,88.3,8.3,33.5,38.4,36.0,-2.4
T00169,2026-01-24 10:00:01,10,5,1,day,OP1039,BCK003,Backhoe,Grading,Sunny,Rocky,Expert,10.2,4156.0,67.0,14.11,22.3,202.5,11.4,69.0,50.2,53.6,3.4
T00170,2025-09-22 12:20:08,12,0,9,day,OP1019,BCK002,Backhoe,Site Clearing,Windy,Wet,Intermediate,4.5,4575.7,67.5,16.15,35.8,122.0,19.2,38.1,86.6,84.6,-2.0
T00171,2026-05-19 14:57:54,14,1,5,day,OP1035,LDR002,Loader,Foundation Digging,Rainy,Clay,Beginner,2.8,3848.3,79.1,12.45,41.1,153.4,45.1,108.9,103.5,159.9,56.4
T00172,2025-09-05 18:33:53,18,4,9,night,OP1053,DZR002,Dozer,Trenching,Rainy,Clay,Intermediate,7.0,4275.0,51.5,7.93,34.4,124.3,38.1,67.0,67.6,88.8,21.2
T00173,2026-01-14 18:46:28,18,2,1,night,OP1048,LDR001,Loader,Grading,Rainy,Loose,Beginner,2.2,4387.9,41.1,9.17,22.2,41.0,26.7,22.9,52.2,80.9,28.7
T00174,2025-04-04 07:56:40,7,4,4,day,OP1033,EXC004,Excavator,Foundation Digging,Sunny,Rocky,Expert,17.2,1568.9,67.2,8.02,31.0,116.0,27.3,48.5,93.0,90.0,-3.0
T00175,2025-12-31 11:50:00,11,2,12,day,OP1023,EXC003,Excavator,Site Clearing,Cloudy,Wet,Beginner,2.1,3740.1,66.6,14.04,11.0,224.1,28.0,44.3,83.8,144.4,60.6
T00176,2026-07-28 02:16:51,2,1,7,night,OP1042,EXC001,Excavator,Trenching,Rainy,Loose,Beginner,1.3,6611.2,91.5,13.93,31.3,117.6,39.4,81.2,73.9,119.3,45.4
T00177,2025-12-09 11:17:22,11,1,12,day,OP1050,LDR004,Loader,Transfer,Cloudy,Rocky,Intermediate,7.7,4431.5,64.1,0.09,20.1,129.1,32.5,84.1,33.0,33.8,0.8
T00178,2026-05-27 20:15:15,20,2,5,night,OP1054,BCK003,Backhoe,Foundation Digging,Cloudy,Dry,Intermediate,5.0,5057.0,61.3,7.09,38.0,162.1,31.5,90.1,85.2,108.2,23.0
T00179,2026-04-14 10:11:36,10,1,4,day,OP1021,EXC001,Excavator,Foundation Digging,Rainy,Clay,Intermediate,4.3,5847.1,70.9,17.87,39.4,193.0,57.4,74.6,113.8,138.2,24.4
T00180,2025-04-18 15:17:06,15,4,4,day,OP1025,LDR005,Loader,Earth Excavation,Cloudy,Clay,Expert,17.0,945.6,94.4,13.54,34.2,10,50.7,104.3,65.7,66.4,0.7
T00181,2026-03-27 18:21:31,18,4,3,night,OP1056,GRD001,Grader,Material Loading,Sunny,Dry,Intermediate,4.7,5532.6,63.4,9.19,23.4,135.7,45.0,87.1,35.9,41.7,5.8
T00182,2025-08-13 14:23:19,14,2,8,day,OP1013,EXC004,Excavator,Material Loading,Rainy,Clay,Expert,18.9,2527.2,46.6,24.18,35.7,45.6,5,91.7,41.8,43.4,1.6
T00183,2026-02-04 12:47:42,12,2,2,day,OP1016,EXC004,Excavator,Demolition,Cloudy,Wet,Beginner,2.9,3804.2,85.0,8.14,19.2,102.2,30.9,60.2,108.7,156.7,48.0
T00184,2025-09-27 00:29:53,0,5,9,night,OP1018,LDR004,Loader,Material Loading,Rainy,Rocky,Expert,15.8,3895.3,58.4,8.57,33.2,194.7,15.9,45.6,52.1,56.6,4.5
T00185,2025-11-16 00:21:34,0,6,11,night,OP1047,EXC003,Excavator,Earth Excavation,Windy,Dry,Beginner,2.8,3408.1,51.8,11.37,25.0,93.5,38.2,26.1,63.5,110.6,47.1
T00186,2025-12-18 11:08:09,11,3,12,day,OP1006,LDR005,Loader,Site Clearing,Cloudy,Wet,Intermediate,3.3,2725.6,47.8,8.96,22.2,115.3,10.4,30.8,80.6,81.1,0.5
T00187,2026-08-06 18:38:38,18,3,8,night,OP1049,DZR003,Dozer,Grading,Sunny,Rocky,Beginner,0.8,6332.2,92.2,3.08,31.6,130.1,32.4,75.3,54.3,99.4,45.1
T00188,2025-11-28 20:49:02,20,4,11,night,OP1035,GRD002,Grader,Material Loading,Sunny,Loose,Beginner,2.8,5479.2,86.4,13.78,19.1,67.3,35.5,93.3,37.6,55.4,17.8
T00189,2025-01-13 07:36:17,7,0,1,day,OP1011,EXC008,Excavator,Trenching,Cloudy,Rocky,Intermediate,6.7,473.3,79.4,6.36,18.6,235.8,43.0,73.9,61.3,73.9,12.6
T00190,2025-07-17 10:15:22,10,3,7,day,OP1016,EXC002,Excavator,Material Loading,Rainy,Wet,Beginner,2.9,1595.4,83.5,12.96,34.2,118.2,46.6,98.5,42.3,62.9,20.6
T00191,2025-12-10 20:21:42,20,2,12,night,OP1039,DZR003,Dozer,Transfer,Sunny,Loose,Expert,10.2,4588.1,54.2,12.22,12.3,102.1,12.1,60.1,27.3,28.8,1.5
T00192,2025-06-12 08:13:22,8,3,6,day,OP1056,DZR004,Dozer,Foundation Digging,Windy,Clay,Intermediate,4.7,2062.4,79.7,10.05,37.7,131.0,43.9,34.1,90.3,102.4,12.1
T00193,2025-01-08 01:48:17,1,2,1,night,OP1042,DZR001,Dozer,Foundation Digging,Cloudy,Dry,Beginner,1.3,849.0,55.0,15.78,16.6,112.5,26.0,36.9,77.2,76.3,-0.9
T00194,2025-04-15 14:47:54,14,1,4,day,OP1027,LDR001,Loader,Grading,Sunny,Dry,Intermediate,6.2,2386.5,66.5,17.55,31.2,149.9,25.9,58.3,38.0,39.2,1.2
T00195,2026-05-26 12:12:57,12,1,5,day,OP1044,LDR005,Loader,Grading,Cloudy,Clay,Beginner,1.1,3886.6,71.6,7.76,34.2,125.6,33.3,85.3,45.4,42.1,-3.3
T00196,2026-06-24 03:30:18,3,2,6,night,OP1007,EXC007,Excavator,Foundation Digging,Rainy,Clay,Beginner,1.2,7298.5,55.0,15.23,29.4,168.9,29.4,15.7,112.8,163.9,51.1
T00197,2026-03-24 06:37:05,6,1,3,day,OP1025,LDR005,Loader,Demolition,Rainy,Clay,Expert,17.0,3425.0,79.1,13.38,33.5,223.1,62,89.6,122.8,141.0,18.2
T00198,2025-07-26 09:45:26,9,5,7,day,OP1042,EXC001,Excavator,Material Loading,Sunny,Rocky,Beginner,1.3,3934.3,56.2,6.27,31.7,206.0,13.9,45.8,42.0,34.9,-7.1
T00199,2026-02-25 14:12:04,14,2,2,day,OP1015,GRD003,Grader,Grading,Cloudy,Loose,Beginner,0.6,3156.0,64.7,9.22,18.2,164.6,31.5,52.4,42.2,38.8,-3.4
T00200,2025-10-31 15:40:08,15,4,10,day,OP1037,DZR003,Dozer,Grading,Rainy,Loose,Expert,24.1,4294.6,41.0,14.34,24.4,79.4,41.5,49.8,50.8,63.4,12.6
T00201,2026-09-14 13:04:58,13,0,9,day,OP1017,EXC008,Excavator,Demolition,Sunny,Rocky,Expert,13.3,4920.7,86.0,6.84,38.2,155.3,27.6,32.1,119.7,113.2,-6.5
T00202,2025-09-09 14:23:26,14,1,9,day,OP1054,GRD003,Grader,Site Clearing,Sunny,Dry,Intermediate,5.0,1922.4,74.1,16.04,31.2,121.0,43.3,59.0,68.0,96.9,28.9
T00203,2025-11-29 15:50:52,15,5,11,day,OP1059,DZR004,Dozer,Demolition,Sunny,Clay,Expert,22.2,3305.7,83.2,1.55,26.4,227.5,62,34.3,99.9,114.6,14.7
T00204,2025-01-15 08:18:17,8,2,1,day,OP1038,EXC004,Excavator,Site Clearing,Cloudy,Rocky,Beginner,2.4,992.3,80.8,9.62,19.2,332.8,34.6,81.4,86.8,138.2,51.4
T00205,2025-12-05 11:49:16,11,4,12,day,OP1037,BCK002,Backhoe,Grading,Windy,Rocky,Expert,24.1,5115.8,52.0,12.84,19.7,106.1,45.4,5.3,54.8,59.4,4.6
T00206,2026-09-15 09:19:42,9,1,9,day,OP1032,LDR002,Loader,Demolition,Rainy,Clay,Intermediate,3.9,4715.3,72.0,12.62,31.7,189.7,46.0,70.9,122.8,156.1,33.3
T00207,2025-11-08 10:15:52,10,5,11,day,OP1023,BCK002,Backhoe,Grading,Cloudy,Clay,Beginner,2.1,4918.2,93.2,6.87,26.2,233.6,21.9,49.5,47.2,55.4,8.2
T00208,2025-07-24 15:18:12,15,3,7,day,OP1027,BCK001,Backhoe,Foundation Digging,Windy,Dry,Intermediate,6.2,4537.0,76.6,8.46,34.2,245.6,25.8,59.1,89.4,94.0,4.6
T00209,2026-09-19 22:17:11,22,5,9,night,OP1012,EXC001,Excavator,Material Loading,Rainy,Rocky,Beginner,1.4,7004.2,61.5,13.38,35.8,166.9,49.1,26.6,55.8,98.7,42.9
T00210,2025-04-15 12:16:35,12,1,4,day,OP1006,BCK001,Backhoe,Foundation Digging,Sunny,Wet,Intermediate,3.3,3806.1,53.8,14.86,32.7,210.4,18.9,70.8,90.0,100.9,10.9
T00211,2025-11-26 07:34:02,7,2,11,day,OP1045,GRD001,Grader,Material Loading,Cloudy,Loose,Intermediate,6.5,4646.0,54.4,5.96,19.1,109.3,27.2,60.1,37.6,45.8,8.2
T00212,2026-05-13 09:12:35,9,2,5,day,OP1001,DZR004,Dozer,Material Loading,Sunny,Loose,Expert,13.7,4508.2,65.0,3.46,32.0,151.4,30.9,107.5,36.3,36.4,0.1
T00213,2026-06-11 07:50:30,7,3,6,day,OP1048,BCK001,Backhoe,Foundation Digging,Windy,Wet,Beginner,2.2,6885.4,85.7,11.5,33.7,272.3,37.2,76.3,112.4,141.3,28.9
T00214,2025-03-28 09:04:24,9,4,3,day,OP1041,DZR002,Dozer,Transfer,Sunny,Clay,Intermediate,4.3,3096.8,70.7,17.86,23.5,307.0,29.7,92.5,27.0,24.9,-2.1
T00215,2025-07-04 08:22:03,8,4,7,day,OP1027,LDR002,Loader,Transfer,Foggy,Loose,Intermediate,6.2,1517.6,66.4,17.57,30.7,205.4,31.5,82.5,28.7,47.2,18.5
T00216,2026-04-06 19:26:20,19,0,4,night,OP1050,BCK003,Backhoe,Grading,Sunny,Loose,Intermediate,7.7,4684.5,98,13.3,33.2,261.1,32.5,47.9,43.4,58.8,15.4
T00217,2025-02-25 23:36:30,23,1,2,night,OP1008,LDR001,Loader,Transfer,Rainy,Wet,Beginner,1.2,2031.5,73.8,4.95,20.2,10,34.9,70.8,33.3,64.6,31.3
T00218,2025-01-16 23:54:55,23,3,1,night,OP1045,DZR003,Dozer,Material Loading,Cloudy,Dry,Intermediate,6.5,2194.7,87.7,9.4,18.0,82.3,42.7,54.2,33.0,27.7,-5.3
T00219,2025-06-04 09:20:17,9,2,6,day,OP1036,BCK001,Backhoe,Site Clearing,Rainy,Loose,Intermediate,3.3,4170.2,66.9,5.8,33.9,228.6,14.4,27.4,87.9,94.2,6.3
T00220,2026-02-25 10:49:00,10,2,2,day,OP1056,GRD003,Grader,Material Loading,Sunny,Wet,Intermediate,4.7,3155.0,78.7,6.22,14.0,123.7,43.5,17.9,37.4,53.2,15.8
T00221,2026-01-24 00:40:05,0,5,1,night,OP1035,LDR005,Loader,Grading,Cloudy,Loose,Beginner,2.8,2992.5,61.4,10.04,18.2,220.4,45.0,52.9,41.9,65.6,23.7
T00222,2025-05-13 07:12:46,7,1,5,day,OP1037,BCK001,Backhoe,Foundation Digging,Rainy,Clay,Expert,24.1,4009.0,55.9,14.03,34.2,161.1,41.7,36.1,100.5,103.5,3.0
T00223,2025-03-19 13:29:56,13,2,3,day,OP1057,DZR001,Dozer,Site Clearing,Rainy,Dry,Beginner,2.8,1363.6,59.4,12.66,28.4,152.2,5,75.2,83.2,106.4,23.2
T00224,2025-10-29 15:29:17,15,2,10,day,OP1036,BCK004,Backhoe,Foundation Digging,Rainy,Clay,Intermediate,3.3,2839.0,82.9,6.27,25.2,11.2,16.6,81.6,95.4,100.3,4.9
T00225,2026-03-02 23:36:47,23,0,3,night,OP1021,LDR004,Loader,Foundation Digging,Rainy,Loose,Intermediate,4.3,5041.2,58.2,11.33,28.6,239.0,38.1,98.7,101.7,125.0,23.3
T00226,2025-02-16 00:03:31,0,6,2,night,OP1034,EXC005,Excavator,Demolition,Sunny,Wet,Beginner,1.3,3122.4,82.7,12.45,21.8,10,22.4,7.8,102.8,149.4,46.6
T00227,2025-10-30 14:09:28,14,3,10,day,OP1006,GRD002,Grader,Foundation Digging,Cloudy,Wet,Intermediate,3.3,5265.5,46.1,11.74,27.4,100.5,22.9,31.7,97.8,97.5,-0.3
T00228,2025-04-10 03:14:17,3,3,4,night,OP1022,LDR004,Loader,Foundation Digging,Cloudy,Dry,Beginner,0.6,2655.2,62.1,7.49,35.0,61.6,41.9,76.5,77.7,130.8,53.1
T00229,2026-01-30 08:24:09,8,4,1,day,OP1004,BCK002,Backhoe,Foundation Digging,Foggy,Clay,Intermediate,6.3,5523.5,67.0,3.81,16.5,199.7,26.5,32.7,102.6,116.9,14.3
T00230,2026-08-27 13:03:15,13,3,8,day,OP1049,EXC005,Excavator,Transfer,Rainy,Loose,Beginner,0.8,7192.4,81.9,0,26.9,48.9,39.2,86.6,36.1,47.3,11.2
T00231,2026-05-14 09:38:45,9,3,5,day,OP1021,LDR004,Loader,Earth Excavation,Rainy,Wet,Intermediate,4.3,5569.8,68.4,15.85,43.5,140.0,45.6,40.9,90.0,97.6,7.6
T00232,2025-05-20 20:37:10,20,1,5,night,OP1040,EXC005,Excavator,Demolition,Sunny,Dry,Intermediate,8.2,3807.5,85.9,7.37,36.5,252.2,34.4,102.7,92.6,111.7,19.1
T00233,2025-01-27 15:05:02,15,0,1,day,OP1034,EXC002,Excavator,Demolition,Sunny,Rocky,Beginner,1.3,348.6,92.1,10.33,19.9,228.1,17.9,86.5,109.1,144.3,35.2
T00234,2025-12-21 00:34:54,0,6,12,night,OP1015,LDR005,Loader,Trenching,Windy,Loose,Beginner,0.6,2744.3,56.3,13.06,21.3,226.4,10.8,65.2,55.3,87.1,31.8
T00235,2025-07-11 12:55:19,12,4,7,day,OP1023,BCK001,Backhoe,Demolition,Cloudy,Clay,Beginner,2.1,4441.4,75.3,10.79,30.8,219.1,54.6,88.0,107.4,162.7,55.3
T00236,2026-04-07 12:51:37,12,1,4,day,OP1056,BCK001,Backhoe,Grading,Cloudy,Clay,Intermediate,4.7,6412.4,98,14.39,39.1,109.0,37.6,29.9,49.8,62.9,13.1
T00237,2025-06-16 15:06:45,15,0,6,day,OP1050,EXC005,Excavator,Material Loading,Cloudy,Clay,Intermediate,7.7,4003.0,65.1,14.46,27.8,276.4,24.9,70.3,38.4,47.3,8.9
T00238,2025-11-28 08:04:56,8,4,11,day,OP1009,EXC006,Excavator,Earth Excavation,Rainy,Clay,Intermediate,5.2,4984.2,56.3,6.39,19.0,79.5,24.6,50.7,83.0,92.0,9.0
T00239,2026-03-27 10:01:39,10,4,3,day,OP1031,EXC005,Excavator,Material Loading,Sunny,Dry,Expert,22.8,6074.6,91.5,20.83,18.2,62.0,26.7,55.6,36.6,31.7,-4.9
T00240,2026-08-13 14:42:03,14,3,8,day,OP1057,EXC008,Excavator,Foundation Digging,Rainy,Dry,Beginner,2.8,4687.5,52.4,10.16,25.2,71.2,16.1,52.2,94.3,115.7,21.4
T00241,2025-10-25 10:06:25,10,5,10,day,OP1048,EXC002,Excavator,Foundation Digging,Cloudy,Dry,Beginner,2.2,2325.3,85.0,16.8,29.6,59.1,25.5,95.1,77.2,100.8,23.6
T00242,2026-06-29 11:07:53,11,0,6,day,OP1012,GRD002,Grader,Material Loading,Cloudy,Rocky,Beginner,1.4,7031.2,72.9,5.01,31.6,81.3,49.4,100.6,48.3,61.5,13.2
T00243,2025-06-02 13:08:08,13,0,6,day,OP1041,LDR004,Loader,Trenching,Rainy,Loose,Intermediate,4.3,3045.1,29.6,8.98,32.4,116.3,9.2,30.9,64.1,62.9,-1.2
T00244,2025-06-27 13:11:32,13,4,6,day,OP1027,LDR002,Loader,Demolition,Rainy,Loose,Intermediate,6.2,1468.0,79.2,20.19,33.4,31.5,40.1,58.5,105.3,124.1,18.8
T00245,2026-08-18 11:59:29,11,1,8,day,OP1031,DZR002,Dozer,Foundation Digging,Rainy,Clay,Expert,22.8,6806.1,63.4,5.02,28.6,114.4,12.6,50.1,116.6,112.7,-3.9
T00246,2025-02-13 14:25:14,14,3,2,day,OP1020,LDR003,Loader,Trenching,Sunny,Loose,Intermediate,8.4,1189.0,69.6,9.58,23.4,252.7,23.6,17.1,50.4,57.4,7.0
T00247,2025-12-29 15:00:03,15,0,12,day,OP1053,EXC003,Excavator,Foundation Digging,Windy,Dry,Intermediate,7.0,3726.4,77.8,9.77,17.4,88.5,27.0,35.5,83.5,82.4,-1.1
T00248,2025-04-19 12:57:51,12,5,4,day,OP1060,BCK003,Backhoe,Demolition,Cloudy,Rocky,Expert,10.8,2112.9,89.6,3.64,32.7,25.0,18.5,14.8,112.4,105.6,-6.8
T00249,2025-08-25 06:29:01,6,0,8,day,OP1041,EXC004,Excavator,Grading,Rainy,Loose,Intermediate,4.3,2612.3,77.0,5.05,27.9,105.4,15.9,88.6,48.1,61.1,13.0
T00250,2025-01-13 09:29:58,9,0,1,day,OP1026,BCK004,Backhoe,Earth Excavation,Windy,Wet,Beginner,2.3,727.5,81.9,6.31,16.2,10,28.6,7.5,72.6,74.3,1.7
T00251,2026-07-11 22:17:09,22,5,7,night,OP1048,EXC002,Excavator,Demolition,Rainy,Rocky,Beginner,2.2,4219.8,69.0,7.43,30.3,113.5,37.2,37.2,143.7,215.6,71.9
T00252,2025-07-22 10:02:53,10,1,7,day,OP1039,EXC004,Excavator,Demolition,Rainy,Rocky,Expert,10.2,2365.2,58.4,18.88,30.2,224.7,5.9,104.3,131.7,126.2,-5.5
T00253,2025-09-03 22:34:36,22,2,9,night,OP1002,DZR003,Dozer,Material Loading,Cloudy,Loose,Expert,18.3,3873.3,51.8,11.4,29.5,103.8,42.0,15.9,36.5,46.2,9.7
T00254,2025-05-23 15:20:25,15,4,5,day,OP1044,GRD003,Grader,Trenching,Sunny,Dry,Beginner,1.1,1126.9,85.4,10.97,43.4,129.0,36.0,20.9,48.0,80.8,32.8
T00255,2026-06-16 08:54:30,8,1,6,day,OP1011,LDR001,Loader,Trenching,Sunny,Clay,Intermediate,6.7,5501.8,67.4,5.52,32.3,120.0,37.0,116.5,59.1,84.6,25.5
T00256,2026-06-19 06:31:57,6,4,6,day,OP1058,BCK002,Backhoe,Earth Excavation,Sunny,Dry,Intermediate,3.3,6545.0,77.7,8.34,37.4,10,31.0,10.7,67.4,65.3,-2.1
T00257,2025-04-10 01:37:06,1,3,4,night,OP1030,GRD002,Grader,Material Loading,Sunny,Loose,Intermediate,4.1,3779.8,77.4,6.27,35.8,44.2,6.7,37.4,35.3,34.0,-1.3
T00258,2026-02-05 02:51:12,2,3,2,night,OP1030,DZR003,Dozer,Earth Excavation,Sunny,Dry,Intermediate,4.1,4998.8,83.4,14.67,18.4,257.6,20.5,44.2,63.8,79.5,15.7
T00259,2025-03-31 23:26:39,23,0,3,night,OP1026,GRD002,Grader,Foundation Digging,Sunny,Wet,Beginner,2.3,3713.4,58.0,7.94,16.7,190.7,29.4,60.2,89.6,117.7,28.1
T00260,2025-04-09 01:11:27,1,2,4,night,OP1054,DZR003,Dozer,Trenching,Cloudy,Loose,Intermediate,5.0,2793.7,76.1,7.36,32.2,166.7,21.6,84.0,52.5,62.6,10.1
T00261,2025-06-21 03:03:24,3,5,6,night,OP1041,EXC001,Excavator,Material Loading,Rainy,Loose,Intermediate,4.3,3676.8,67.1,8.38,30.1,121.7,8.6,78.5,44.3,30.9,-13.4
